sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description
N62_2_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N62_2_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N63_1_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N63_1_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N63_1_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N63_2_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N63_2_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N63_2_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N64_1_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N64_1_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N64_1_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N64_2_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N64_2_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N64_2_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N65_1_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N65_1_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N65_1_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N65_2_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N65_2_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N65_2_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N66_1_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N66_1_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N66_1_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N66_2_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N66_2_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N66_2_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N67_1_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N67_1_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N67_1_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N67_2_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N67_2_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N67_2_4			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N68_1_2			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N68_1_3			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W							
N68_1_4															
N68_2_2															
N68_2_3															
N68_2_4															
N39_1_2															
N39_1_3															
N39_1_4															
N39_2_4															
N39_2_2															
N39_2_3															
N40_1_2															
N40_1_3															
N40_1_4															
N40_2_4															
N40_2_2															
N40_2_3															
N41_1_2															
N41_1_3															
N41_1_4															
N41_2_4															
N41_2_2															
N41_2_3															
N42_1_2															
N42_1_3															
N42_1_4															
N42_2_2															
N42_2_3															
N42_2_4															
N43_1_2															
N43_1_3															
N43_1_4															
N43_2_2															
N43_2_3															
N43_2_4															
N44_1_2															
N44_1_3															
N44_1_4															
N44_2_2															
N44_2_3															
N44_2_4															
N45_1_2															
N45_1_3															
N45_1_4															
N45_2_2															
N45_2_3															
N45_2_4															
N46_1_2															
N46_1_3															
N46_1_4															
N46_2_2															
N46_2_3															
N46_2_4															
N47_1_2															
N47_1_3															
N47_1_4															
N47_2_2															
N47_2_3															
N47_2_4															
N48_1_2															
N48_1_3															
N48_1_4															
N48_2_2															
N48_2_3															
N48_2_4															
N49_1_2															
N49_1_3															
N49_1_4															
N49_2_2															
N49_2_3															
N49_2_4															
N50_1_2															
N50_1_3															
N50_1_4															
N50_2_2															
N50_2_3															
N50_2_4															
N51_1_2															
N51_1_3															
N51_1_4															
N51_2_2															
N51_2_3															
N51_2_4															
N52_1_2															
N52_1_3															
N52_1_4															
N52_2_2															
N52_2_3															
N52_2_4															
N53_1_2															
N53_1_3															
N53_1_4															
N53_2_2															
N53_2_3															
N53_2_4															
